PAST_3_SHOOTING_HOME,PAST_10_SHOOTING_HOME,PAST_3_FT_HOME,PAST_10_FT_HOME,PAST_3_REB_HOME,PAST_10_REB_HOME,PAST_3_TOV_PCT_HOME,PAST_10_TOV_PCT_HOME,PAST_3_PTS_HOME,PAST_10_PTS_HOME,PAST_3_SHOOTING_AWAY,PAST_10_SHOOTING_AWAY,PAST_3_FT_AWAY,PAST_10_FT_AWAY,PAST_3_REB_AWAY,PAST_10_REB_AWAY,PAST_3_TOV_PCT_AWAY,PAST_10_TOV_PCT_AWAY,PAST_3_PTS_AWAY,PAST_10_PTS_AWAY,WL_HOME
0.531512605,0.536089239,0.260504202,0.274278215,39.66666667,38.8,0.10079603,0.11027895,105,102.6,0.508163265,0.506571087,0.314285714,0.235364397,48,44.7,0.115239237,0.11316726,108.6666667,104.5,W
0.445283019,0.488023952,0.181132075,0.262275449,46.66666667,41.3,0.129677658,0.109393232,94.66666667,103.4,0.44214876,0.485842986,0.280991736,0.267696268,43.66666667,40.7,0.111132586,0.11425329,94,96.3,W
0.469111969,0.46801968,0.142857143,0.206642066,45.33333333,39.3,0.093722965,0.086415221,93.33333333,92.9,0.442553191,0.504987531,0.191489362,0.216957606,39.33333333,43.6,0.091719078,0.102742786,84.33333333,98.4,L
0.5,0.479193758,0.395121951,0.258777633,41.33333333,40,0.138592751,0.12036516,95.33333333,93.6,0.458498024,0.481527094,0.245059289,0.216748768,40.66666667,41,0.086062752,0.111725899,98,95.8,W
0.409803922,0.498760843,0.223529412,0.283767038,41.66666667,39.8,0.111976631,0.1072736,88.66666667,103.4,0.460580913,0.481806775,0.195020747,0.220828105,41,41.9,0.071399429,0.101945267,89.66666667,94.4,W
0.49609375,0.459476309,0.21875,0.250623441,44,43.1,0.087885986,0.123098243,103.3333333,93.8,0.5,0.471945137,0.164658635,0.236907731,41,41.7,0.093283582,0.121493925,96.66666667,94.7,W
0.456349206,0.474169742,0.25,0.259532595,45,42.9,0.115576941,0.128310409,97.66666667,98.2,0.494047619,0.484394507,0.226190476,0.220973783,44.33333333,44.5,0.105708245,0.113680269,102,95.3,L
0.54526749,0.50625,0.259259259,0.2575,38.33333333,41.8,0.116858043,0.119492158,109.3333333,101.6,0.460580913,0.481806775,0.195020747,0.220828105,41,41.9,0.071399429,0.101945267,89.66666667,94.4,W
0.468,0.493630573,0.252,0.258598726,47,41.7,0.104826687,0.112165398,99,97.8,0.484435798,0.492840095,0.307392996,0.227923628,49.66666667,44,0.108148671,0.110252005,109.3333333,101.7,W
0.5,0.49796748,0.232067511,0.283197832,44.66666667,40.5,0.129276054,0.124729884,97.33333333,94.4,0.447004608,0.446475196,0.30875576,0.289817232,41.66666667,43.5,0.117248567,0.138191706,87,90.6,W
0.465447154,0.4841169,0.304878049,0.265565438,42.33333333,40.8,0.100296112,0.110757093,101.3333333,97.1,0.533185841,0.509603073,0.274336283,0.2368758,40.66666667,41.7,0.125549278,0.125466675,101,98.1,W
0.515151515,0.501137656,0.125,0.162684869,46,45.8,0.090278438,0.099649123,101.6666667,102.4,0.462389381,0.492884864,0.336283186,0.274256145,41,42,0.122137405,0.124559485,95,97.4,W
0.506756757,0.49204244,0.288288288,0.309018568,44.66666667,42.1,0.133085577,0.114228274,96.33333333,97.5,0.555984556,0.5,0.142857143,0.249051833,43,42,0.105786263,0.107673643,108.3333333,98.8,L
0.465384615,0.469660194,0.215384615,0.211165049,44.33333333,40.9,0.105852465,0.110579527,99.33333333,94.8,0.463829787,0.489240506,0.293617021,0.243037975,39.33333333,41.3,0.114364135,0.122128835,95.66666667,96.5,L
0.530373832,0.495530013,0.257009346,0.227330779,39.33333333,41.3,0.12542262,0.105077466,94,95.4,0.441908714,0.504914005,0.174273859,0.191646192,45.33333333,42.4,0.107663698,0.102670943,85,97.8,W
0.477272727,0.440740741,0.239669421,0.211111111,42.33333333,41,0.086402686,0.108702216,96.33333333,88.5,0.484435798,0.492840095,0.307392996,0.227923628,49.66666667,44,0.108148671,0.110252005,109.3333333,101.7,L
0.464757709,0.5125,0.220264317,0.205,42,41.4,0.090673575,0.097584777,87,98.4,0.494047619,0.484394507,0.226190476,0.220973783,44.33333333,44.5,0.105708245,0.113680269,102,95.3,W
0.469635628,0.491803279,0.222672065,0.235813367,38.66666667,40.8,0.088090204,0.114870827,95.66666667,96.7,0.531512605,0.536089239,0.260504202,0.274278215,39.66666667,38.8,0.10079603,0.11027895,105,102.6,W
0.448412698,0.446979038,0.214285714,0.219482121,43,41.9,0.086588416,0.102238806,93.33333333,90.3,0.549295775,0.480211082,0.417840376,0.331134565,37.66666667,42.9,0.14056864,0.14088729,107.6666667,97.9,W
0.515151515,0.524497487,0.216450216,0.239949749,39.66666667,41,0.094976783,0.108012569,96,102.6,0.470338983,0.502375297,0.262711864,0.205463183,42.33333333,43.6,0.125703942,0.10927459,94.66666667,101.9,W
0.535984848,0.49120603,0.140151515,0.244974874,41,42.2,0.100460649,0.10696315,106.6666667,97.7,0.416666667,0.501879699,0.284552846,0.303258145,40,39.3,0.105557738,0.105294826,91.66666667,104.3,W
0.495798319,0.503012048,0.344537815,0.243373494,46.66666667,44.3,0.127298444,0.116819081,106,103.7,0.465447154,0.4841169,0.304878049,0.265565438,42.33333333,40.8,0.100296112,0.110757093,101.3333333,97.1,W
0.464980545,0.46637609,0.182879377,0.249066002,48.66666667,43.9,0.076615899,0.121056493,95.33333333,94.9,0.530373832,0.495530013,0.257009346,0.227330779,39.33333333,41.3,0.12542262,0.105077466,94,95.4,W
0.467479675,0.484752224,0.288617886,0.260482846,52,43.7,0.118134807,0.116461931,100.3333333,96.8,0.473913043,0.492356688,0.165217391,0.214012739,36.33333333,41.2,0.090420868,0.104583205,85.33333333,94.1,L
0.440425532,0.484394507,0.25106383,0.199750312,41,42,0.118734842,0.102204591,88.66666667,93.6,0.511961722,0.47265625,0.349282297,0.278645833,39.33333333,39.7,0.136817255,0.113491496,95.66666667,94,W
0.416666667,0.501879699,0.284552846,0.303258145,40,39.3,0.105557738,0.105294826,91.66666667,104.3,0.464125561,0.513681592,0.197309417,0.19278607,43.33333333,41.9,0.143963983,0.109975123,83.66666667,98.1,W
0.451965066,0.512674271,0.253275109,0.226869455,46,43.2,0.094377111,0.103168866,88.33333333,98.8,0.496212121,0.493552169,0.204545455,0.248534584,46.66666667,42.3,0.110507413,0.109866437,105.3333333,105.4,W
0.5,0.527431421,0.2,0.27680798,38,38.7,0.111324765,0.107022497,100,106.8,0.459227468,0.477777778,0.236051502,0.292810458,44.66666667,42.1,0.113372972,0.108244908,89.66666667,95.5,L
0.487179487,0.494584838,0.186813187,0.241877256,48,44.3,0.116237482,0.114731528,105.6666667,102.3,0.456175299,0.445843829,0.231075697,0.26070529,41.33333333,38.5,0.108310358,0.114615385,95.66666667,91.5,W
0.495614035,0.49599466,0.25,0.29105474,42,41.6,0.143560295,0.122715485,94.33333333,96.1,0.409803922,0.498760843,0.223529412,0.283767038,41.66666667,39.8,0.111976631,0.1072736,88.66666667,103.4,L
0.477777778,0.461488251,0.257777778,0.274151436,38,42.5,0.114776852,0.142243206,91,91.7,0.451965066,0.512674271,0.253275109,0.226869455,46,43.2,0.094377111,0.103168866,88.33333333,98.8,L
0.458333333,0.483990148,0.126984127,0.224137931,39,40.8,0.071772788,0.112401931,87.66666667,96.8,0.444223108,0.482630273,0.203187251,0.224565757,40.33333333,42.4,0.062201433,0.095710953,91.33333333,95.9,L
0.477777778,0.516290727,0.168888889,0.19047619,42.33333333,41.5,0.131828728,0.109581903,84.33333333,97.6,0.49122807,0.492197659,0.307017544,0.265279584,43,41,0.120096077,0.117002278,98,96.1,L
0.442857143,0.497587455,0.2,0.208685163,46.66666667,42.6,0.1038547,0.108250611,88.66666667,99.8,0.440425532,0.484394507,0.25106383,0.199750312,41,42,0.118734842,0.102204591,88.66666667,93.6,L
0.493951613,0.505357143,0.286290323,0.239285714,45.33333333,44.8,0.13484103,0.117777273,105.3333333,105,0.5,0.527431421,0.2,0.27680798,38,38.7,0.111324765,0.107022497,100,106.8,L
0.483673469,0.481412639,0.167346939,0.244114002,45.33333333,43.7,0.086096625,0.113148769,92.66666667,97.4,0.460580913,0.481806775,0.195020747,0.220828105,41,41.9,0.071399429,0.101945267,89.66666667,94.4,L
0.476744186,0.488154613,0.244186047,0.246882793,43,41.4,0.085001889,0.111700852,103,98.1,0.5,0.474811083,0.347457627,0.253148615,37,38.5,0.109850807,0.128461538,106,95.5,W
0.490990991,0.48403576,0.238738739,0.212005109,40.33333333,42.2,0.127959053,0.10265682,90.33333333,92.4,0.477777778,0.461488251,0.257777778,0.274151436,38,42.5,0.114776852,0.142243206,91,91.7,W
0.50617284,0.48953202,0.226337449,0.219211823,43.33333333,42.5,0.084383997,0.093286367,100.3333333,97.3,0.464980545,0.46637609,0.182879377,0.249066002,48.66666667,43.9,0.076615899,0.121056493,95.33333333,94.9,W
0.474468085,0.481575604,0.285106383,0.249047014,47.66666667,43,0.135778942,0.120686036,96.66666667,95.4,0.451965066,0.512674271,0.253275109,0.226869455,46,43.2,0.094377111,0.103168866,88.33333333,98.8,W
0.414225941,0.480222497,0.267782427,0.290482077,38.66666667,38.9,0.121914051,0.106520239,87.33333333,101.2,0.54245283,0.498059508,0.306603774,0.230271669,40.33333333,42.2,0.137362637,0.105264775,98.33333333,94.8,L
0.542792793,0.499367889,0.157657658,0.199747155,34,39.7,0.100516944,0.098036164,92,94.8,0.52173913,0.507731959,0.230434783,0.238402062,44.33333333,42.5,0.114271204,0.122807018,97.66666667,97.3,W
0.497959184,0.51120797,0.183673469,0.227895392,45.33333333,41.6,0.078546883,0.097688539,96.33333333,100.4,0.465447154,0.4841169,0.304878049,0.265565438,42.33333333,40.8,0.100296112,0.110757093,101.3333333,97.1,W
0.478632479,0.506273526,0.222222222,0.268506901,38,38.1,0.133858268,0.114393637,92,102.1,0.495614035,0.49599466,0.25,0.29105474,42,41.6,0.143560295,0.122715485,94.33333333,96.1,L
0.484649123,0.494666667,0.179824561,0.276,40,41.7,0.16025641,0.126895698,87.33333333,94.9,0.494047619,0.484394507,0.226190476,0.220973783,44.33333333,44.5,0.105708245,0.113680269,102,95.3,L
0.521097046,0.473785166,0.206751055,0.269820972,35.33333333,42.2,0.111964171,0.132835014,98.66666667,95.2,0.431330472,0.488446727,0.296137339,0.256739409,42.66666667,42.5,0.136843153,0.124818446,90,96.1,L
0.540084388,0.501285347,0.316455696,0.242930591,45.33333333,41.4,0.127908099,0.105222734,110.3333333,96.9,0.503984064,0.499343832,0.151394422,0.248031496,44.66666667,40.4,0.13944613,0.127619348,97,95,W
0.527237354,0.48034398,0.20233463,0.207616708,43.66666667,44.2,0.08650519,0.108029716,107.6666667,95.1,0.460580913,0.481806775,0.195020747,0.220828105,41,41.9,0.071399429,0.101945267,89.66666667,94.4,W
0.498039216,0.485837438,0.243137255,0.253694581,41.66666667,38.9,0.093731975,0.120352428,105.3333333,99.5,0.440425532,0.484394507,0.25106383,0.199750312,41,42,0.118734842,0.102204591,88.66666667,93.6,L
0.487012987,0.5,0.225108225,0.241645244,41.66666667,42.2,0.115681234,0.122653584,92.33333333,96.6,0.474468085,0.481575604,0.285106383,0.249047014,47.66666667,43,0.135778942,0.120686036,96.66666667,95.4,L
0.522727273,0.474587039,0.157024793,0.254129606,34.33333333,41.9,0.115641136,0.133915137,97,94.7,0.509920635,0.462939698,0.277777778,0.253768844,34.66666667,39.3,0.098474902,0.127857773,109,93.9,L
0.442222222,0.485461441,0.244444444,0.19721871,41.66666667,42.2,0.131150981,0.105643507,84.66666667,92.4,0.467078189,0.480319803,0.16872428,0.19803198,40.33333333,39.3,0.103391232,0.084291188,89.33333333,94.2,W
0.433333333,0.491740788,0.241666667,0.259212198,45,42.6,0.119582194,0.122350327,88.66666667,97.8,0.520737327,0.495308311,0.396313364,0.337801609,41.33333333,42.2,0.144581981,0.1402195,104,99.1,W
0.489224138,0.510088272,0.288793103,0.216897856,46,42.8,0.098077678,0.095105824,98,98.1,0.498015873,0.49252802,0.182539683,0.230386052,39.66666667,42,0.095304976,0.110145452,99,97.6,W
0.476293103,0.495767836,0.215517241,0.209189843,46.66666667,43.7,0.107221225,0.105479051,90.33333333,99.3,0.465447154,0.4841169,0.304878049,0.265565438,42.33333333,40.8,0.100296112,0.110757093,101.3333333,97.1,W
0.460869565,0.489308176,0.234782609,0.250314465,47.66666667,43.7,0.100766811,0.111858481,88.66666667,97.7,0.464757709,0.5125,0.220264317,0.205,42,41.4,0.090673575,0.097584777,87,98.4,W
0.543650794,0.502478315,0.261904762,0.252788104,43.66666667,42.4,0.089639555,0.107004752,113.3333333,101.5,0.440425532,0.484394507,0.25106383,0.199750312,41,42,0.118734842,0.102204591,88.66666667,93.6,L
0.486956522,0.481070496,0.326086957,0.288511749,39.33333333,39.6,0.112371029,0.108857925,99.66666667,95.8,0.483673469,0.481412639,0.167346939,0.244114002,45.33333333,43.7,0.086096625,0.113148769,92.66666667,97.4,L
0.489959839,0.514285714,0.212851406,0.21863354,47.66666667,41.6,0.077888973,0.098519945,99,100.4,0.414225941,0.480222497,0.267782427,0.290482077,38.66666667,38.9,0.121914051,0.106520239,87.33333333,101.2,W
0.450854701,0.49875,0.183760684,0.24,38,37.3,0.157215945,0.127089571,84.66666667,99,0.423228346,0.490853659,0.169291339,0.220731707,39.33333333,39.9,0.069895157,0.106411882,86,98.6,L
0.519920319,0.518427518,0.278884462,0.285012285,43,39.6,0.104751928,0.105846924,110.3333333,107.6,0.448412698,0.446979038,0.214285714,0.219482121,43,41.9,0.086588416,0.102238806,93.33333333,90.3,L
0.523913043,0.50754717,0.226086957,0.247798742,44.33333333,42.7,0.091010213,0.109069177,97.66666667,100.4,0.475510204,0.479902558,0.27755102,0.276492083,38,38.4,0.097198684,0.107167481,100.3333333,101.5,L
0.424242424,0.462469734,0.181818182,0.246973366,50.66666667,45.3,0.076853526,0.109526673,90.66666667,96.8,0.465447154,0.4841169,0.304878049,0.265565438,42.33333333,40.8,0.100296112,0.110757093,101.3333333,97.1,W
0.480237154,0.465853659,0.18972332,0.215853659,49,44.8,0.098804931,0.101649798,97,94.1,0.519920319,0.518427518,0.278884462,0.285012285,43,39.6,0.104751928,0.105846924,110.3333333,107.6,L
0.472850679,0.477707006,0.325791855,0.258598726,43.66666667,43.3,0.121346951,0.11418933,93.66666667,95.3,0.476190476,0.481865285,0.298701299,0.237046632,44.66666667,41.2,0.131709742,0.106198257,96.33333333,92.7,W
0.52892562,0.513108614,0.227272727,0.25093633,37.33333333,36.8,0.098527276,0.115859538,103.6666667,102.3,0.5,0.488664987,0.255144033,0.246851385,38,40.7,0.128349933,0.120633668,101.6666667,97.2,W
0.459745763,0.490384615,0.186440678,0.273076923,41.66666667,42.8,0.11629109,0.118689904,87,97.8,0.460580913,0.481806775,0.195020747,0.220828105,41,41.9,0.071399429,0.101945267,89.66666667,94.4,L
0.532188841,0.5,0.167381974,0.243101183,39,40.5,0.14732669,0.12770788,95.66666667,94.6,0.537974684,0.498120301,0.189873418,0.197994987,36.66666667,41.1,0.103955646,0.095759024,100,95.3,W
0.5041841,0.503663004,0.179916318,0.202686203,50,44.7,0.088788635,0.101897194,94.66666667,99.1,0.414225941,0.480222497,0.267782427,0.290482077,38.66666667,38.9,0.121914051,0.106520239,87.33333333,101.2,L
0.45951417,0.471391417,0.230769231,0.288686606,41.66666667,40.6,0.110870208,0.109160235,94.66666667,94.7,0.5,0.49796748,0.232067511,0.283197832,44.66666667,40.5,0.129276054,0.124729884,97.33333333,94.4,L
0.460251046,0.483040201,0.305439331,0.214824121,44,42.2,0.105353893,0.101272711,97.66666667,94,0.489711934,0.481841764,0.164609053,0.249027237,39.66666667,41.8,0.134952767,0.127359214,92.66666667,93.5,W
0.424,0.477300613,0.264,0.258895706,50,44.4,0.080179602,0.105105976,92.66666667,98.9,0.495951417,0.488402062,0.174089069,0.269329897,38,41.2,0.107924761,0.129348388,96,96.7,L
