EFG_PCT_HOME,FT_PER_FGA_HOME,OREB_PCT_HOME,DREB_PCT_HOME,TOV_PCT_HOME,EFG_PCT_AWAY,FT_PER_FGA_AWAY,OREB_PCT_AWAY,DREB_PCT_AWAY,TOV_PCT_AWAY,WL_HOME
0.582191781,0.328767123,0.181818182,0.8,0.140336808,0.41011236,0.123595506,0.2,0.818181818,0.095492743,W
0.536144578,0.144578313,0.30952381,0.62745098,0.166604961,0.4,0.222222222,0.37254902,0.69047619,0.114035088,W
0.5125,0.2125,0.333333333,0.734693878,0.259235256,0.462765957,0.191489362,0.265306122,0.666666667,0.141383899,L
0.379518072,0.228915663,0.29787234,0.694444444,0.138172439,0.520833333,0.263888889,0.305555556,0.70212766,0.233383122,L
0.425675676,0.175675676,0.369565217,0.733333333,0.184297825,0.435897436,0.282051282,0.266666667,0.630434783,0.100120144,L
0.605633803,0.338028169,0.35483871,0.64,0.16653605,0.420454545,0.102272727,0.36,0.64516129,0.153540462,W
0.445121951,0.158536585,0.25,0.725,0.117233294,0.422077922,0.181818182,0.275,0.75,0.172678434,W
0.598837209,0.186046512,0.394736842,0.680851064,0.152658046,0.472527473,0.186813187,0.319148936,0.605263158,0.088936322,W
0.467948718,0.205128205,0.12195122,0.723404255,0.146713615,0.380952381,0.261904762,0.276595745,0.87804878,0.15625,W
0.527777778,0.277777778,0.225806452,0.666666667,0.201923077,0.428571429,0.119047619,0.333333333,0.774193548,0.196920874,W
0.556338028,0.23943662,0.275,0.666666667,0.202156334,0.364705882,0.152941176,0.333333333,0.725,0.178507676,W
0.493589744,0.243589744,0.317073171,0.763636364,0.190148497,0.364197531,0.333333333,0.236363636,0.682926829,0.116948543,W
0.533333333,0.253333333,0.3,0.638888889,0.177238806,0.51369863,0.301369863,0.361111111,0.7,0.178370259,W
0.535714286,0.257142857,0.27027027,0.58,0.171163915,0.435294118,0.2,0.42,0.72972973,0.143420581,W
0.525316456,0.303797468,0.342857143,0.558823529,0.130208333,0.546666667,0.213333333,0.441176471,0.657142857,0.205377147,W
0.528169014,0.126760563,0.256410256,0.658536585,0.140086207,0.427536232,0.217391304,0.341463415,0.743589744,0.232738557,W
0.530120482,0.13253012,0.324324324,0.804878049,0.194828197,0.406666667,0.226666667,0.195121951,0.675675676,0.214472212,W
0.5,0.164556962,0.27027027,0.754716981,0.210931768,0.405555556,0.188888889,0.245283019,0.72972973,0.099385616,W
0.457142857,0.342857143,0.2,0.75,0.200688073,0.435294118,0.211764706,0.25,0.8,0.149858956,L
0.571428571,0.238095238,0.357142857,0.775,0.140795495,0.557692308,0.282051282,0.225,0.642857143,0.130353818,W
0.4,0.117647059,0.326530612,0.756097561,0.133130468,0.4,0.125,0.243902439,0.673469388,0.149581173,W
0.486486486,0.162162162,0.212121212,0.652173913,0.120666959,0.457317073,0.06097561,0.347826087,0.787878788,0.130784708,W
0.458333333,0.319444444,0.371428571,0.772727273,0.172943889,0.385542169,0.253012048,0.227272727,0.628571429,0.066692073,W
0.514925373,0.447761194,0.25,0.75,0.218340611,0.417808219,0.315068493,0.25,0.75,0.20565093,W
0.5,0.208791209,0.234042553,0.76744186,0.098495702,0.530120482,0.289156627,0.23255814,0.765957447,0.132275132,L
0.376404494,0.146067416,0.245283019,0.775,0.075930144,0.473684211,0.184210526,0.225,0.754716981,0.123966942,L
0.394366197,0.225352113,0.351351351,0.681818182,0.130095403,0.427631579,0.144736842,0.318181818,0.648648649,0.116971501,L
0.469879518,0.204819277,0.243902439,0.761904762,0.141030463,0.513157895,0.276315789,0.238095238,0.756097561,0.13508298,L
0.423076923,0.142857143,0.354166667,0.651162791,0.117540687,0.436708861,0.291139241,0.348837209,0.645833333,0.142857143,L
0.54109589,0.205479452,0.212121212,0.7,0.174394748,0.402597403,0.142857143,0.3,0.787878788,0.142798858,W
0.415730337,0.235955056,0.358490566,0.682926829,0.137931034,0.518072289,0.156626506,0.317073171,0.641509434,0.149644594,L
0.447058824,0.152941176,0.191489362,0.8,0.106754658,0.4375,0.180555556,0.2,0.808510638,0.208085612,W
0.47761194,0.313432836,0.27027027,0.863636364,0.263444767,0.411392405,0.316455696,0.136363636,0.72972973,0.131282821,L
0.519230769,0.230769231,0.142857143,0.765957447,0.183486239,0.5,0.119047619,0.234042553,0.857142857,0.168619098,W
0.506329114,0.329113924,0.395348837,0.75862069,0.113250283,0.561643836,0.232876712,0.24137931,0.604651163,0.172064777,W
0.428571429,0.202380952,0.2,0.707317073,0.136911281,0.480263158,0.302631579,0.292682927,0.8,0.158759806,L
0.45,0.3125,0.333333333,0.595238095,0.1126549,0.493670886,0.17721519,0.404761905,0.666666667,0.199564586,W
0.462025316,0.265822785,0.333333333,0.681818182,0.181818182,0.413333333,0.36,0.318181818,0.666666667,0.161596958,W
0.449367089,0.202531646,0.395348837,0.716981132,0.150943396,0.408045977,0.172413793,0.283018868,0.604651163,0.059713376,W
0.65,0.257142857,0.379310345,0.759259259,0.187524674,0.277777778,0.234567901,0.240740741,0.620689655,0.098463962,W
0.43373494,0.168674699,0.270833333,0.783783784,0.090072058,0.477941176,0.220588235,0.216216216,0.729166667,0.190758796,W
0.460526316,0.539473684,0.342105263,0.70212766,0.092971365,0.510869565,0.086956522,0.29787234,0.657894737,0.101177336,W
0.4375,0.291666667,0.205128205,0.827586207,0.16851705,0.5,0.516129032,0.172413793,0.794871795,0.180928054,L
0.470149254,0.298507463,0.25,0.704918033,0.271149675,0.360215054,0.204301075,0.295081967,0.75,0.101522843,L
0.487179487,0.153846154,0.204545455,0.75,0.14863258,0.5,0.246575342,0.25,0.795454545,0.16,L
0.577922078,0.25974026,0.151515152,0.723404255,0.146886016,0.445121951,0.195121951,0.276595745,0.848484848,0.156422525,W
0.5,0.189189189,0.222222222,0.723404255,0.128369705,0.363095238,0.119047619,0.276595745,0.777777778,0.114986585,W
0.563291139,0.189873418,0.333333333,0.627906977,0.116144019,0.488764045,0.101123596,0.372093023,0.666666667,0.121178225,W
0.493975904,0.240963855,0.391304348,0.609756098,0.179856115,0.459770115,0.344827586,0.390243902,0.608695652,0.126817721,L
0.451219512,0.268292683,0.395833333,0.625,0.186314363,0.462025316,0.405063291,0.375,0.604166667,0.13884068,L
0.43258427,0.235955056,0.3,0.875,0.097173145,0.598591549,0.309859155,0.125,0.7,0.163265306,L
